category,command,type,description,permissions,entrypoint,implementation,options_or_args,status,notes
Quản lý thành viên/role,?helpphonganh,prefix,Hướng dẫn sử dụng Phòng Ảnh,Role Quản Lý,src/events/client/messageCreate.js:1249,src/commands/quanly/helpphonganh.js,?helpphonganh - Hướng dẫn sử dụng Phòng Ảnh,active,
Quản lý thành viên/role,?helppa,alias,Hướng dẫn sử dụng Phòng Ảnh,Role Quản Lý,src/events/client/messageCreate.js:1249,src/commands/quanly/helpphonganh.js,?helpphonganh - Hướng dẫn sử dụng Phòng Ảnh,active,
Quản lý thành viên/role,?hdphonganh,alias,Hướng dẫn sử dụng Phòng Ảnh,Role Quản Lý,src/events/client/messageCreate.js:1249,src/commands/quanly/helpphonganh.js,?helpphonganh - Hướng dẫn sử dụng Phòng Ảnh,active,
Quản lý thành viên/role,?albumhelp,alias,Hướng dẫn sử dụng Phòng Ảnh,Role Quản Lý,src/events/client/messageCreate.js:1249,src/commands/quanly/helpphonganh.js,?helpphonganh - Hướng dẫn sử dụng Phòng Ảnh,active,
Admin/Hệ thống,?clearallalbum,prefix,Xoá TẤT CẢ ảnh trong Album (Owner only),Owner/whitelist,src/events/client/messageCreate.js:1255,src/commands/admin/clearallalbum.js,"?clearallalbum, ?xoahetalbum, ?delallalbum - Xoá TẤT CẢ ảnh trong Album (Owner only)",active,
Admin/Hệ thống,?xoahetalbum,alias,Xoá TẤT CẢ ảnh trong Album (Owner only),Owner/whitelist,src/events/client/messageCreate.js:1255,src/commands/admin/clearallalbum.js,"?clearallalbum, ?xoahetalbum, ?delallalbum - Xoá TẤT CẢ ảnh trong Album (Owner only)",active,
Admin/Hệ thống,?delallalbum,alias,Xoá TẤT CẢ ảnh trong Album (Owner only),Owner/whitelist,src/events/client/messageCreate.js:1255,src/commands/admin/clearallalbum.js,"?clearallalbum, ?xoahetalbum, ?delallalbum - Xoá TẤT CẢ ảnh trong Album (Owner only)",active,
Admin/Hệ thống,?clearalbum,alias,Xoá TẤT CẢ ảnh trong Album (Owner only),Owner/whitelist,src/events/client/messageCreate.js:1255,src/commands/admin/clearallalbum.js,"?clearallalbum, ?xoahetalbum, ?delallalbum - Xoá TẤT CẢ ảnh trong Album (Owner only)",active,
Loto,?loto,prefix,Random số lô tô,Owner/whitelist,src/events/client/messageCreate.js:1264,src/commands/loto/loto.js,"LOTO COMMANDS | ?loto, ?lt - Random số lô tô",active,
Loto,?lt,alias,Random số lô tô,Owner/whitelist,src/events/client/messageCreate.js:1264,src/commands/loto/loto.js,"LOTO COMMANDS | ?loto, ?lt - Random số lô tô",active,
Loto,?lotocheck,prefix,Check số đã/chưa đọc,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1270,src/commands/loto/lotocheck.js,"?lotocheck, ?ltc - Check số đã/chưa đọc",active,
Loto,?ltc,alias,Check số đã/chưa đọc,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1270,src/commands/loto/lotocheck.js,"?lotocheck, ?ltc - Check số đã/chưa đọc",active,
Loto,?lotoend,prefix,Kết thúc ván,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1276,src/commands/loto/lotoend.js,"?lotoend, ?lte - Kết thúc ván",active,
Loto,?lte,alias,Kết thúc ván,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1276,src/commands/loto/lotoend.js,"?lotoend, ?lte - Kết thúc ván",active,
Loto,?lotorollback,prefix,Rollback ván đã end,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1282,src/commands/loto/lotorollback.js,"?lotorollback, ?ltrb - Rollback ván đã end",active,
Loto,?ltrb,alias,Rollback ván đã end,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1282,src/commands/loto/lotorollback.js,"?lotorollback, ?ltrb - Rollback ván đã end",active,
Loto,?lotothem,prefix,Thêm số vào sàn,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1288,src/commands/loto/lotothem.js,"?lotothem, ?ltt - Thêm số vào sàn",active,
Loto,?ltt,alias,Thêm số vào sàn,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1288,src/commands/loto/lotothem.js,"?lotothem, ?ltt - Thêm số vào sàn",active,
Loto,?lotobo,prefix,Bỏ số khỏi sàn,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1294,src/commands/loto/lotobo.js,"?lotobo, ?ltb - Bỏ số khỏi sàn",active,
Loto,?ltb,alias,Bỏ số khỏi sàn,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1294,src/commands/loto/lotobo.js,"?lotobo, ?ltb - Bỏ số khỏi sàn",active,
Loto,?lotoalbum,prefix,Xem album lá Loto,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1300,src/commands/loto/lotoalbum.js,"?lotoalbum, ?lta - Xem album lá Loto",active,
Loto,?lta,alias,Xem album lá Loto,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1300,src/commands/loto/lotoalbum.js,"?lotoalbum, ?lta - Xem album lá Loto",active,
Loto,?lotohelp,prefix,Hướng dẫn chơi Loto,Admin/quyền Discord,src/events/client/messageCreate.js:1306,src/commands/loto/lotohelp.js,"?lotohelp, ?lth - Hướng dẫn chơi Loto",active,
Loto,?lth,alias,Hướng dẫn chơi Loto,Admin/quyền Discord,src/events/client/messageCreate.js:1306,src/commands/loto/lotohelp.js,"?lotohelp, ?lth - Hướng dẫn chơi Loto",active,
Ứng dụng tiện ích,?random,prefix,APPS COMMANDS | ?random <min> <max> - Generate random number,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1314,src/commands/apps/random.js,APPS COMMANDS | ?random <min> <max> - Generate random number,active,
Ứng dụng tiện ích,?rteam,prefix,Random chia 2 team,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1319,src/commands/apps/rteam.js,"?rteam, ?rt, ?randomteam - Random chia 2 team",active,
Ứng dụng tiện ích,?rt,alias,Random chia 2 team,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1319,src/commands/apps/rteam.js,"?rteam, ?rt, ?randomteam - Random chia 2 team",active,
Ứng dụng tiện ích,?randomteam,alias,Random chia 2 team,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1319,src/commands/apps/rteam.js,"?rteam, ?rt, ?randomteam - Random chia 2 team",active,
Ứng dụng tiện ích,?rrteam,prefix,Random lại kết quả chia đội trước đó,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1325,src/commands/apps/rteam.js,"?rrteam, ?rrt - Random lại kết quả chia đội trước đó",active,
Ứng dụng tiện ích,?rrt,alias,Random lại kết quả chia đội trước đó,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1325,src/commands/apps/rteam.js,"?rrteam, ?rrt - Random lại kết quả chia đội trước đó",active,
Ứng dụng tiện ích,?chon,prefix,?chon <options> - Random select from options,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1331,src/commands/apps/chon.js,?chon <options> - Random select from options,active,
Ứng dụng tiện ích,?join,prefix,TTS Voice commands,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1336,src/commands/apps/tts.js,"?join, ?leave, ?stop - TTS Voice commands",active,
Ứng dụng tiện ích,?leave,alias,TTS Voice commands,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1336,src/commands/apps/tts.js,"?join, ?leave, ?stop - TTS Voice commands",active,
Ứng dụng tiện ích,?stop,alias,TTS Voice commands,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1336,src/commands/apps/tts.js,"?join, ?leave, ?stop - TTS Voice commands",active,
Ứng dụng tiện ích,?spam,prefix,Tạo chủ đề mới để spam lệnh (hoặc tag vào chủ đề cũ),Owner/whitelist,src/events/client/messageCreate.js:1342,src/events/client/messageCreate.js,?spam - Tạo chủ đề mới để spam lệnh (hoặc tag vào chủ đề cũ),active,
Ứng dụng tiện ích,?vote,prefix,Bình chọn tùy chỉnh,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1430,src/commands/apps/vote.js,"?vote, ?poll, ?binhchon - Bình chọn tùy chỉnh",active,
Ứng dụng tiện ích,?poll,alias,Bình chọn tùy chỉnh,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1430,src/commands/apps/vote.js,"?vote, ?poll, ?binhchon - Bình chọn tùy chỉnh",active,
Ứng dụng tiện ích,?binhchon,alias,Bình chọn tùy chỉnh,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1430,src/commands/apps/vote.js,"?vote, ?poll, ?binhchon - Bình chọn tùy chỉnh",active,
Ứng dụng tiện ích,?voteevent,prefix,Bình chọn lịch sự kiện Guild (legacy),Owner/whitelist,src/events/client/messageCreate.js:1436,src/commands/apps/voteevent.js,"?voteevent, ?votesukien - Bình chọn lịch sự kiện Guild (legacy)",active,
Ứng dụng tiện ích,?votesukien,alias,Bình chọn lịch sự kiện Guild (legacy),Owner/whitelist,src/events/client/messageCreate.js:1436,src/commands/apps/voteevent.js,"?voteevent, ?votesukien - Bình chọn lịch sự kiện Guild (legacy)",active,
Ứng dụng tiện ích,?votelich,alias,Bình chọn lịch sự kiện Guild (legacy),Owner/whitelist,src/events/client/messageCreate.js:1436,src/commands/apps/voteevent.js,"?voteevent, ?votesukien - Bình chọn lịch sự kiện Guild (legacy)",active,
Ứng dụng tiện ích,?voteyentiec,prefix,Bình chọn giờ Yến Tiệc,Owner/whitelist,src/events/client/messageCreate.js:1442,src/commands/apps/voteyentiec.js,?voteyentiec - Bình chọn giờ Yến Tiệc,active,
Thông báo/Boss/Lịch,?votebosssolo,prefix,Bình chọn lịch Boss Solo,Role Quản Lý,src/events/client/messageCreate.js:1448,src/commands/apps/votebosssolo.js,"?votebosssolo, ?voteboss - Bình chọn lịch Boss Solo",active,
Thông báo/Boss/Lịch,?voteboss,alias,Bình chọn lịch Boss Solo,Role Quản Lý,src/events/client/messageCreate.js:1448,src/commands/apps/votebosssolo.js,"?votebosssolo, ?voteboss - Bình chọn lịch Boss Solo",active,
Ứng dụng tiện ích,?votepvpsolo,prefix,Bình chọn lịch PvP Solo,Role Quản Lý,src/events/client/messageCreate.js:1454,src/commands/apps/votepvpsolo.js,"?votepvpsolo, ?votepvp - Bình chọn lịch PvP Solo",active,
Ứng dụng tiện ích,?votepvp,alias,Bình chọn lịch PvP Solo,Role Quản Lý,src/events/client/messageCreate.js:1454,src/commands/apps/votepvpsolo.js,"?votepvpsolo, ?votepvp - Bình chọn lịch PvP Solo",active,
Ứng dụng tiện ích,?votegioevent,prefix,Bình chọn GIỜ sự kiện (legacy),Role Quản Lý,src/events/client/messageCreate.js:1460,src/commands/apps/votegioevent.js,"?votegioevent, ?votegio - Bình chọn GIỜ sự kiện (legacy)",active,
Ứng dụng tiện ích,?votegio,alias,Bình chọn GIỜ sự kiện (legacy),Role Quản Lý,src/events/client/messageCreate.js:1460,src/commands/apps/votegioevent.js,"?votegioevent, ?votegio - Bình chọn GIỜ sự kiện (legacy)",active,
Ứng dụng tiện ích,?votengayevent,prefix,Bình chọn NGÀY sự kiện (legacy),Role Quản Lý,src/events/client/messageCreate.js:1466,src/commands/apps/votengayevent.js,"?votengayevent, ?votengay - Bình chọn NGÀY sự kiện (legacy)",active,
Ứng dụng tiện ích,?votengay,alias,Bình chọn NGÀY sự kiện (legacy),Role Quản Lý,src/events/client/messageCreate.js:1466,src/commands/apps/votengayevent.js,"?votengayevent, ?votengay - Bình chọn NGÀY sự kiện (legacy)",active,
Thông báo/Boss/Lịch,?dsdk,prefix,Xem danh sách đăng ký trước (+1),Owner/whitelist,src/events/client/messageCreate.js:1474,src/events/client/messageCreate.js,"BOSS GUILD COMMANDS | ?dsdk, ?dsdangky - Xem danh sách đăng ký trước (+1)",active,
Thông báo/Boss/Lịch,?dsdangky,alias,Xem danh sách đăng ký trước (+1),Owner/whitelist,src/events/client/messageCreate.js:1474,src/events/client/messageCreate.js,"BOSS GUILD COMMANDS | ?dsdk, ?dsdangky - Xem danh sách đăng ký trước (+1)",active,
Thông báo/Boss/Lịch,?prereg,alias,Xem danh sách đăng ký trước (+1),Owner/whitelist,src/events/client/messageCreate.js:1474,src/events/client/messageCreate.js,"BOSS GUILD COMMANDS | ?dsdk, ?dsdangky - Xem danh sách đăng ký trước (+1)",active,
Thông báo/Boss/Lịch,?bossguild,prefix,Bắt đầu thông báo Boss Guild,Role Kỳ Cựu,src/events/client/messageCreate.js:1502,src/commands/thongbao/bossguild.js,"?bossguild, ?bg, ?dkboss, ?dangkyboss - Bắt đầu thông báo Boss Guild",active,
Thông báo/Boss/Lịch,?bg,alias,Bắt đầu thông báo Boss Guild,Role Kỳ Cựu,src/events/client/messageCreate.js:1502,src/commands/thongbao/bossguild.js,"?bossguild, ?bg, ?dkboss, ?dangkyboss - Bắt đầu thông báo Boss Guild",active,
Thông báo/Boss/Lịch,?dkboss,alias,Bắt đầu thông báo Boss Guild,Role Kỳ Cựu,src/events/client/messageCreate.js:1502,src/commands/thongbao/bossguild.js,"?bossguild, ?bg, ?dkboss, ?dangkyboss - Bắt đầu thông báo Boss Guild",active,
Thông báo/Boss/Lịch,?dangkyboss,alias,Bắt đầu thông báo Boss Guild,Role Kỳ Cựu,src/events/client/messageCreate.js:1502,src/commands/thongbao/bossguild.js,"?bossguild, ?bg, ?dkboss, ?dangkyboss - Bắt đầu thông báo Boss Guild",active,
Thông báo/Boss/Lịch,?lichboss,prefix,Gửi embed lịch Boss Guild,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1507,src/commands/thongbao/lichboss.js,"?lichboss, ?lichguild - Gửi embed lịch Boss Guild",active,
Thông báo/Boss/Lịch,?lichguild,alias,Gửi embed lịch Boss Guild,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1507,src/commands/thongbao/lichboss.js,"?lichboss, ?lichguild - Gửi embed lịch Boss Guild",active,
Thông báo/Boss/Lịch,?bosschedule,alias,Gửi embed lịch Boss Guild,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1507,src/commands/thongbao/lichboss.js,"?lichboss, ?lichguild - Gửi embed lịch Boss Guild",active,
Thông báo/Boss/Lịch,?doilichbossguild,prefix,Chỉnh sửa lịch Boss Guild,Admin/quyền Discord,src/events/client/messageCreate.js:1513,src/commands/thongbao/doilichbossguild.js,"?doilichbossguild, ?doilich - Chỉnh sửa lịch Boss Guild",active,
Thông báo/Boss/Lịch,?doilich,alias,Chỉnh sửa lịch Boss Guild,Admin/quyền Discord,src/events/client/messageCreate.js:1513,src/commands/thongbao/doilichbossguild.js,"?doilichbossguild, ?doilich - Chỉnh sửa lịch Boss Guild",active,
Thông báo/Boss/Lịch,?editbossschedule,alias,Chỉnh sửa lịch Boss Guild,Admin/quyền Discord,src/events/client/messageCreate.js:1513,src/commands/thongbao/doilichbossguild.js,"?doilichbossguild, ?doilich - Chỉnh sửa lịch Boss Guild",active,
Thông báo/Boss/Lịch,?bgrs,prefix,Reset danh sách đăng ký trước (+1),Owner/whitelist,src/events/client/messageCreate.js:1519,src/events/client/messageCreate.js,"?bgrs, ?bgreset, ?bossguildreset - Reset danh sách đăng ký trước (+1)",active,
Thông báo/Boss/Lịch,?bgreset,alias,Reset danh sách đăng ký trước (+1),Owner/whitelist,src/events/client/messageCreate.js:1519,src/events/client/messageCreate.js,"?bgrs, ?bgreset, ?bossguildreset - Reset danh sách đăng ký trước (+1)",active,
Thông báo/Boss/Lịch,?bossguildreset,alias,Reset danh sách đăng ký trước (+1),Owner/whitelist,src/events/client/messageCreate.js:1519,src/events/client/messageCreate.js,"?bgrs, ?bgreset, ?bossguildreset - Reset danh sách đăng ký trước (+1)",active,
Thông báo/Boss/Lịch,?lenhbossguild,prefix,Xem lệnh Boss Guild,Owner/whitelist,src/events/client/messageCreate.js:1531,src/events/client/messageCreate.js,"?lenhbossguild, ?lenhbg, ?lbg - Xem lệnh Boss Guild",active,
Thông báo/Boss/Lịch,?lenhbg,alias,Xem lệnh Boss Guild,Owner/whitelist,src/events/client/messageCreate.js:1531,src/events/client/messageCreate.js,"?lenhbossguild, ?lenhbg, ?lbg - Xem lệnh Boss Guild",active,
